question,answer,verdict_code,verdict_raw,reasoning,raw_output
How many data components can be used to detect attack technique 'T1047: Windows Management Instrumentation'? Name them all.,"The following 4 data components can be used to detect attack technique 'T1047: Windows Management Instrumentation': Command Execution, Network Connection Creation, Process Creation, WMI Creation",2,yes,The answer provides the correct number of data components and lists them accurately.,"{
  ""reasoning"": ""The answer provides the correct number of data components and lists them accurately."",
  ""verdict"": ""yes""
}"
Which tactics are used in attack technique 'T1213.002: Data from Information Repositories: Sharepoint'? Name them all,1 tactic is used in attack technique 'T1213.002: Data from Information Repositories: Sharepoint'. It is: Collection,0,no,"The answer correctly identifies one tactic used in the specified attack technique. However, it does not specify that there is only one tactic used, which is implied but not explicitly stated.","{
  ""reasoning"": ""The answer correctly identifies one tactic used in the specified attack technique. However, it does not specify that there is only one tactic used, which is implied but not explicitly stated."",
  ""verdict"": ""no""
}"
What attack techniques are used by software 'S0164: TDTESS'?,"The attack techniques used by software 'S0164: TDTESS' are: 'T1059.003: Windows Command Shell', 'T1070.004: File Deletion', 'T1070.006: Timestomp', 'T1105: Ingress Tool Transfer', 'T1543.003: Windows Service'",0,no,"The answer provides a list of attack techniques associated with the software 'S0164: TDTESS', which are relevant to the question. However, it does not explain what these techniques entail or how they are used by the software.","{
  ""reasoning"": ""The answer provides a list of attack techniques associated with the software 'S0164: TDTESS', which are relevant to the question. However, it does not explain what these techniques entail or how they are used by the software."",
  ""verdict"": ""no""
}"
What groups used attack technique 'T1590.001: Domain Properties'?,The groups that used attack technique 'T1590.001: Domain Properties' are: 'G0034: Sandworm Team',0,no,"The answer provides a specific group that used the technique but does not address all parts of the question, which likely asked for multiple groups. The question might have also implied asking for the context or sources of this information.","{
  ""reasoning"": ""The answer provides a specific group that used the technique but does not address all parts of the question, which likely asked for multiple groups. The question might have also implied asking for the context or sources of this information."",
  ""verdict"": ""no""
}"
What attack groups used software 'S0192: Pupy'?,"The attack groups that used software 'S0192: Pupy' were: 'G0059: Magic Hound', 'G0064: APT33'",2,yes,The answer provides the correct information regarding the attack groups that used the software 'S0192: Pupy'. It lists the specific groups without any contradictions or additional information that is not relevant to the question.,"{
  ""reasoning"": ""The answer provides the correct information regarding the attack groups that used the software 'S0192: Pupy'. It lists the specific groups without any contradictions or additional information that is not relevant to the question."",
  ""verdict"": ""yes""
}"
What groups used attack technique 'T1040: Network Sniffing'?,"The groups that used attack technique 'T1040: Network Sniffing' are: 'G0007: APT28', 'G0034: Sandworm Team', 'G0064: APT33', 'G0094: Kimsuky', 'G0105: DarkVishnya'",1,uncertain,"The answer provides a list of groups known to have used the 'T1040: Network Sniffing' technique, which is relevant to the question. However, it does not explain how the answer was derived or if the list is exhaustive.","{
  ""reasoning"": ""The answer provides a list of groups known to have used the 'T1040: Network Sniffing' technique, which is relevant to the question. However, it does not explain how the answer was derived or if the list is exhaustive."",
  ""verdict"": ""uncertain""
}"
What is the parent technique of attack technique 'T1548.003: Abuse Elevation Control Mechanism: Sudo and Sudo Caching'?,The parent technique of attack technique 'T1548.003: Abuse Elevation Control Mechanism: Sudo and Sudo Caching' is 'T1548: Abuse Elevation Control Mechanism',2,yes,The answer correctly identifies the parent technique by providing the full name 'T1548: Abuse Elevation Control Mechanism' and specifies the version 'T1548.003'. It also correctly mentions the mechanism involved 'Sudo and Sudo Caching'.,"{
  ""reasoning"": ""The answer correctly identifies the parent technique by providing the full name 'T1548: Abuse Elevation Control Mechanism' and specifies the version 'T1548.003'. It also correctly mentions the mechanism involved 'Sudo and Sudo Caching'."",
  ""verdict"": ""yes""
}"
Which tactics are used in attack technique 'T1584.003: Compromise Infrastructure: Virtual Private Server'? Name them all,1 tactic is used in attack technique 'T1584.003: Compromise Infrastructure: Virtual Private Server'. It is: Resource Development,1,uncertain,"The answer provides a single tactic related to the attack technique mentioned, but it does not specify if this is the only tactic or if there are others associated with it.","{
  ""reasoning"": ""The answer provides a single tactic related to the attack technique mentioned, but it does not specify if this is the only tactic or if there are others associated with it."",
  ""verdict"": ""uncertain""
}"
What attack techniques are used by software 'S1051: KEYPLUG'?,"The attack techniques used by software 'S1051: KEYPLUG' are: 'T1027.013: Encrypted/Encoded File', 'T1071.001: Web Protocols', 'T1090: Proxy', 'T1095: Non-Application Layer Protocol', 'T1102.001: Dead Drop Resolver', 'T1124: System Time Discovery', 'T1140: Deobfuscate/Decode Files or Information', 'T1573.002: Asymmetric Cryptography'",0,no,"The answer provides a list of MITRE ATT&CK techniques associated with the software 'S1051: KEYPLUG'. However, it does not explain how these techniques are used by the software.","{
  ""reasoning"": ""The answer provides a list of MITRE ATT&CK techniques associated with the software 'S1051: KEYPLUG'. However, it does not explain how these techniques are used by the software."",
  ""verdict"": ""no""
}"
What software procedures use attack technique 'T1056.004: Credential API Hooking'?,"The software procedures that use attack technique 'T1056.004: Credential API Hooking' are: 'S0182: FinFisher', 'S0251: Zebrocy', 'S0266: TrickBot', 'S0330: Zeus Panda', 'S0353: NOKKI', 'S0363: Empire', 'S0386: Ursnif', 'S0412: ZxShell', 'S0416: RDFSNIFFER', 'S0484: Carberp'",0,no,"The answer provides a list of software procedures that use the specified attack technique, which is relevant to the question. However, it lacks any explanation or context about the technique itself.","{
  ""reasoning"": ""The answer provides a list of software procedures that use the specified attack technique, which is relevant to the question. However, it lacks any explanation or context about the technique itself."",
  ""verdict"": ""no""
}"
How many mitigation strategies can be used against attack technique 'T1055.013: Process Injection: Process Doppelgänging'? Name them all.,The following 1 mitigation strategies mitigate attack technique 'T1055.013: Process Injection: Process Doppelgänging': M1040: Behavior Prevention on Endpoint,0,no,"The answer provides a single mitigation strategy, which is relevant to the question. However, it does not specify the number of strategies, which was asked for in the question.","{
  ""reasoning"": ""The answer provides a single mitigation strategy, which is relevant to the question. However, it does not specify the number of strategies, which was asked for in the question."",
  ""verdict"": ""no""
}"
What campaigns used attack technique 'T1552.004: Private Keys'?,"The campaigns that used attack technique 'T1552.004: Private Keys' were: 'C0014: Operation Wocao', 'C0024: SolarWinds Compromise'",2,yes,"The answer provides specific campaign names that used the mentioned attack technique, which is relevant and factual. However, it does not specify the technique itself, which is a minor detail but still relevant.","{
  ""reasoning"": ""The answer provides specific campaign names that used the mentioned attack technique, which is relevant and factual. However, it does not specify the technique itself, which is a minor detail but still relevant."",
  ""verdict"": ""yes""
}"
What attack groups used software 'S0216: POORAIM'?,The attack groups that used software 'S0216: POORAIM' were: 'G0067: APT37',2,yes,The answer provides the correct information regarding the attack groups that used the software 'S0216: POORAIM'. It directly addresses the question and is factually accurate.,"{
  ""reasoning"": ""The answer provides the correct information regarding the attack groups that used the software 'S0216: POORAIM'. It directly addresses the question and is factually accurate."",
  ""verdict"": ""yes""
}"
What attack groups used software 'S0452: USBferry'?,The attack groups that used software 'S0452: USBferry' were: 'G0081: Tropic Trooper',2,yes,"The answer provides the correct information regarding the software 'S0452: USBferry' and the associated attack group 'G0081: Tropic Trooper'. However, it does not provide any context or explanation about the software or the group.","{
  ""reasoning"": ""The answer provides the correct information regarding the software 'S0452: USBferry' and the associated attack group 'G0081: Tropic Trooper'. However, it does not provide any context or explanation about the software or the group."",
  ""verdict"": ""yes""
}"
What attack groups used software 'S0150: POSHSPY'?,The attack groups that used software 'S0150: POSHSPY' were: 'G0016: APT29',2,yes,"The answer provides a specific piece of information requested in the question, which is the name of the attack groups associated with the software 'S0150: POSHSPY'. However, it does not provide any context or explanation about the groups or the software itself.","{
  ""reasoning"": ""The answer provides a specific piece of information requested in the question, which is the name of the attack groups associated with the software 'S0150: POSHSPY'. However, it does not provide any context or explanation about the groups or the software itself."",
  ""verdict"": ""yes""
}"
What campaigns used software 'S0597: GoldFinder'?,The campaigns that used software 'S0597: GoldFinder' were: 'C0024: SolarWinds Compromise',1,uncertain,The answer provides a specific campaign name but lacks additional context or details about the relationship between the campaign and the software.,"{
  ""reasoning"": ""The answer provides a specific campaign name but lacks additional context or details about the relationship between the campaign and the software."",
  ""verdict"": ""uncertain""
}"
What groups used attack technique 'T1556.001: Domain Controller Authentication'?,The groups that used attack technique 'T1556.001: Domain Controller Authentication' are: 'G0114: Chimera',2,yes,"The answer provides a specific group name ('G0114: Chimera') associated with the attack technique, which is relevant and factual. However, it does not provide any context or evidence to support this claim.","{
  ""reasoning"": ""The answer provides a specific group name ('G0114: Chimera') associated with the attack technique, which is relevant and factual. However, it does not provide any context or evidence to support this claim."",
  ""verdict"": ""yes""
}"
What attack techniques are used by software 'S1070: Black Basta'?,"The attack techniques used by software 'S1070: Black Basta' are: 'T1007: System Service Discovery', 'T1018: Remote System Discovery', 'T1027.001: Binary Padding', 'T1036.004: Masquerade Task or Service', 'T1036.005: Match Legitimate Name or Location', 'T1047: Windows Management Instrumentation', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1106: Native API', 'T1112: Modify Registry', 'T1204.002: Malicious File', 'T1222.002: Linux and Mac File and Directory Permissions Modification', 'T1486: Data Encrypted for Impact', 'T1490: Inhibit System Recovery', 'T1491.001: Internal Defacement', 'T1497.001: System Checks', 'T1497: Virtualization/Sandbox Evasion', 'T1543.003: Windows Service', 'T1553.002: Code Signing', 'T1562.009: Safe Mode Boot', 'T1622: Debugger Evasion'",0,no,"The answer provides a list of attack techniques used by the software 'S1070: Black Basta', which are relevant to the question. However, it does not explain what these techniques are or how they are used.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by the software 'S1070: Black Basta', which are relevant to the question. However, it does not explain what these techniques are or how they are used."",
  ""verdict"": ""no""
}"
What groups used attack technique 'T1584.004: Server'?,"The groups that used attack technique 'T1584.004: Server' are: 'G0010: Turla', 'G0023: APT16', 'G0032: Lazarus Group', 'G0034: Sandworm Team', 'G0035: Dragonfly', 'G0119: Indrik Spider', 'G1006: Earth Lusca', 'G1017: Volt Typhoon'",0,no,"The answer provides a list of groups that have been associated with the use of the attack technique 'T1584.004: Server'. However, it does not explain what this technique entails or how it is used.","{
  ""reasoning"": ""The answer provides a list of groups that have been associated with the use of the attack technique 'T1584.004: Server'. However, it does not explain what this technique entails or how it is used."",
  ""verdict"": ""no""
}"
What attack groups used software 'S1028: Action RAT'?,The attack groups that used software 'S1028: Action RAT' were: 'G1008: SideCopy',1,uncertain,"The answer provides a specific group name but lacks context about other potential groups that might have used the software, as well as any additional information about the software itself.","{
  ""reasoning"": ""The answer provides a specific group name but lacks context about other potential groups that might have used the software, as well as any additional information about the software itself."",
  ""verdict"": ""uncertain""
}"
How many data components can be used to detect attack technique 'T1562.006: Impair Defenses: Indicator Blocking'? Name them all.,"The following 4 data components can be used to detect attack technique 'T1562.006: Impair Defenses: Indicator Blocking': Command Execution, Host Status, Process Creation, Windows Registry Key Modification",2,yes,The answer provides the correct number of data components and lists them accurately.,"{
  ""reasoning"": ""The answer provides the correct number of data components and lists them accurately."",
  ""verdict"": ""yes""
}"
What software are used by attack group 'G0091: Silence'?,"The software used by attack group 'G0091: Silence' are: 'S0191: Winexe', 'S0195: SDelete', 'S0363: Empire'",1,uncertain,"The answer provides a list of software associated with the specified attack group, which is relevant to the question. However, it does not specify if these are tools or malware, and there is no context about the source of this information.","{
  ""reasoning"": ""The answer provides a list of software associated with the specified attack group, which is relevant to the question. However, it does not specify if these are tools or malware, and there is no context about the source of this information."",
  ""verdict"": ""uncertain""
}"
What attack techniques are used by software 'S0384: Dridex'?,"The attack techniques used by software 'S0384: Dridex' are: 'T1027: Obfuscated Files or Information', 'T1053.005: Scheduled Task', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1090.003: Multi-hop Proxy', 'T1090: Proxy', 'T1106: Native API', 'T1185: Browser Session Hijacking', 'T1204.002: Malicious File', 'T1218.010: Regsvr32', 'T1219: Remote Access Software', 'T1518: Software Discovery', 'T1573.001: Symmetric Cryptography', 'T1573.002: Asymmetric Cryptography', 'T1574.002: DLL Side-Loading'",0,no,"The answer provides a list of techniques used by the software 'S0384: Dridex', but it does not explain how these techniques are used or their implications.","{
  ""reasoning"": ""The answer provides a list of techniques used by the software 'S0384: Dridex', but it does not explain how these techniques are used or their implications."",
  ""verdict"": ""no""
}"
What attack techniques are used by software 'S0100: ipconfig'?,The attack techniques used by software 'S0100: ipconfig' are: 'T1016: System Network Configuration Discovery',0,no,The answer provides a relevant technique but does not explain how 'ipconfig' software is involved in this technique.,"{
  ""reasoning"": ""The answer provides a relevant technique but does not explain how 'ipconfig' software is involved in this technique."",
  ""verdict"": ""no""
}"
What attack techniques are used by attack group 'G0009: Deep Panda'?,"The attack techniques used by attack group 'G0009: Deep Panda' are: 'T1018: Remote System Discovery', 'T1021.002: SMB/Windows Admin Shares', 'T1027.005: Indicator Removal from Tools', 'T1047: Windows Management Instrumentation', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1218.010: Regsvr32', 'T1505.003: Web Shell', 'T1546.008: Accessibility Features', 'T1564.003: Hidden Window'",0,no,"The answer provides a list of attack techniques used by the specified group, which is relevant to the question. However, it does not explain what these techniques entail or how they are used, which could be considered a limitation in terms of completeness.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by the specified group, which is relevant to the question. However, it does not explain what these techniques entail or how they are used, which could be considered a limitation in terms of completeness."",
  ""verdict"": ""no""
}"
What groups used attack technique 'T1037.001: Logon Script (Windows)'?,"The groups that used attack technique 'T1037.001: Logon Script (Windows)' are: 'G0007: APT28', 'G0080: Cobalt Group'",0,no,"The answer provides the correct groups that used the specified attack technique, but it lacks context or explanation about the groups.","{
  ""reasoning"": ""The answer provides the correct groups that used the specified attack technique, but it lacks context or explanation about the groups."",
  ""verdict"": ""no""
}"
What software procedures use attack technique 'T1115: Clipboard Data'?,"The software procedures that use attack technique 'T1115: Clipboard Data' are: 'S0004: TinyZBot', 'S0044: JHUHUGIT', 'S0050: CosmicDuke', 'S0148: RTM', 'S0170: Helminth', 'S0240: ROKRAT', 'S0250: Koadic', 'S0253: RunningRAT', 'S0257: VERMIN', 'S0261: Catchamas', 'S0282: MacSpy', 'S0283: jRAT', 'S0330: Zeus Panda', 'S0331: Agent Tesla', 'S0332: Remcos', 'S0334: DarkComet', 'S0356: KONNI', 'S0363: Empire', 'S0373: Astaroth', 'S0375: Remexi', 'S0381: FlawedAmmyy', 'S0409: Machete', 'S0438: Attor', 'S0454: Cadelspy', 'S0455: Metamorfo', 'S0467: TajMahal', 'S0530: Melcoz', 'S0531: Grandoreiro', 'S0569: Explosive', 'S0652: MarkiRAT', 'S0660: Clambling', 'S1066: DarkTortilla', 'S1111: DarkGate', 'S1122: Mispadu'",2,yes,"The answer provides a list of software procedures that use the 'T1115: Clipboard Data' attack technique, which directly addresses the question. However, it lacks any explanation or context about the attack technique itself.","{
  ""reasoning"": ""The answer provides a list of software procedures that use the 'T1115: Clipboard Data' attack technique, which directly addresses the question. However, it lacks any explanation or context about the attack technique itself."",
  ""verdict"": ""yes""
}"
How many mitigation strategies can be used against attack technique 'T1555.004: Credentials from Password Stores: Windows Credential Manager'? Name them all.,The following 1 mitigation strategies mitigate attack technique 'T1555.004: Credentials from Password Stores: Windows Credential Manager': M1042: Disable or Remove Feature or Program,1,uncertain,The answer provides a single mitigation strategy but does not specify if it's the only one or if there are more. It also does not explain the strategy.,"{
  ""reasoning"": ""The answer provides a single mitigation strategy but does not specify if it's the only one or if there are more. It also does not explain the strategy."",
  ""verdict"": ""uncertain""
}"
How many mitigation strategies can be used against attack technique 'T1552.001: Unsecured Credentials: Credentials In Files'? Name them all.,"The following 4 mitigation strategies mitigate attack technique 'T1552.001: Unsecured Credentials: Credentials In Files': M1047: Audit, M1027: Password Policies, M1022: Restrict File and Directory Permissions, M1017: User Training",1,uncertain,The answer provides a list of mitigation strategies but does not specify the exact number of strategies. It also does not clarify if the list is exhaustive or if there could be more strategies not mentioned.,"{
  ""reasoning"": ""The answer provides a list of mitigation strategies but does not specify the exact number of strategies. It also does not clarify if the list is exhaustive or if there could be more strategies not mentioned."",
  ""verdict"": ""uncertain""
}"
What groups used attack technique 'T1562.001: Disable or Modify Tools'?,"The groups that used attack technique 'T1562.001: Disable or Modify Tools' are: 'G0010: Turla', 'G0024: Putter Panda', 'G0032: Lazarus Group', 'G0037: FIN6', 'G0047: Gamaredon Group', 'G0059: Magic Hound', 'G0060: BRONZE BUTLER', 'G0069: MuddyWater', 'G0078: Gorgon Group', 'G0092: TA505', 'G0094: Kimsuky', 'G0102: Wizard Spider', 'G0106: Rocke', 'G0119: Indrik Spider', 'G0139: TeamTNT', 'G0143: Aquatic Panda', 'G1003: Ember Bear', 'G1018: TA2541'",2,yes,The answer provides a list of groups that have been associated with the use of the attack technique 'T1562.001: Disable or Modify Tools'. It is a direct and relevant response to the question.,"{
  ""reasoning"": ""The answer provides a list of groups that have been associated with the use of the attack technique 'T1562.001: Disable or Modify Tools'. It is a direct and relevant response to the question."",
  ""verdict"": ""yes""
}"
What attack groups used software 'S0387: KeyBoy'?,The attack groups that used software 'S0387: KeyBoy' were: 'G0081: Tropic Trooper',2,yes,"The answer provides the correct information regarding the software 'S0387: KeyBoy' and the associated attack group 'G0081: Tropic Trooper'. However, it does not provide any context or explanation about the software or the group.","{
  ""reasoning"": ""The answer provides the correct information regarding the software 'S0387: KeyBoy' and the associated attack group 'G0081: Tropic Trooper'. However, it does not provide any context or explanation about the software or the group."",
  ""verdict"": ""yes""
}"
What attack techniques are used by software 'S0363: Empire'?,"The attack techniques used by software 'S0363: Empire' are: 'T1003.001: LSASS Memory', 'T1016: System Network Configuration Discovery', 'T1020: Automated Exfiltration', 'T1021.003: Distributed Component Object Model', 'T1021.004: SSH', 'T1027.010: Command Obfuscation', 'T1033: System Owner/User Discovery', 'T1040: Network Sniffing', 'T1041: Exfiltration Over C2 Channel', 'T1046: Network Service Discovery', 'T1047: Windows Management Instrumentation', 'T1049: System Network Connections Discovery', 'T1053.005: Scheduled Task', 'T1055: Process Injection', 'T1056.001: Keylogging', 'T1056.004: Credential API Hooking', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1059: Command and Scripting Interpreter', 'T1068: Exploitation for Privilege Escalation', 'T1070.006: Timestomp', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1087.001: Local Account', 'T1087.002: Domain Account', 'T1102.002: Bidirectional Communication', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1113: Screen Capture', 'T1114.001: Local Email Collection', 'T1115: Clipboard Data', 'T1119: Automated Collection', 'T1125: Video Capture', 'T1127.001: MSBuild', 'T1134.002: Create Process with Token', 'T1134.005: SID-History Injection', 'T1134: Access Token Manipulation', 'T1135: Network Share Discovery', 'T1136.001: Local Account', 'T1136.002: Domain Account', 'T1210: Exploitation of Remote Services', 'T1217: Browser Information Discovery', 'T1482: Domain Trust Discovery', 'T1484.001: Group Policy Modification', 'T1518.001: Security Software Discovery', 'T1543.003: Windows Service', 'T1546.008: Accessibility Features', 'T1547.001: Registry Run Keys / Startup Folder', 'T1547.005: Security Support Provider', 'T1547.009: Shortcut Modification', 'T1548.002: Bypass User Account Control', 'T1550.002: Pass the Hash', 'T1552.001: Credentials In Files', 'T1552.004: Private Keys', 'T1555.003: Credentials from Web Browsers', 'T1557.001: LLMNR/NBT-NS Poisoning and SMB Relay', 'T1558.001: Golden Ticket', 'T1558.002: Silver Ticket', 'T1558.003: Kerberoasting', 'T1560: Archive Collected Data', 'T1567.001: Exfiltration to Code Repository', 'T1567.002: Exfiltration to Cloud Storage', 'T1569.002: Service Execution', 'T1573.002: Asymmetric Cryptography', 'T1574.001: DLL Search Order Hijacking', 'T1574.004: Dylib Hijacking', 'T1574.007: Path Interception by PATH Environment Variable', 'T1574.008: Path Interception by Search Order Hijacking', 'T1574.009: Path Interception by Unquoted Path', 'T1615: Group Policy Discovery'",0,no,"The answer provides a detailed list of attack techniques used by software 'S0363: Empire', which is relevant to the question. However, it lacks an explanation of how these techniques are used or their implications.","{
  ""reasoning"": ""The answer provides a detailed list of attack techniques used by software 'S0363: Empire', which is relevant to the question. However, it lacks an explanation of how these techniques are used or their implications."",
  ""verdict"": ""no""
}"
What attack techniques are used by software 'S0002: Mimikatz'?,"The attack techniques used by software 'S0002: Mimikatz' are: 'T1003.001: LSASS Memory', 'T1003.002: Security Account Manager', 'T1003.004: LSA Secrets', 'T1003.006: DCSync', 'T1098: Account Manipulation', 'T1134.005: SID-History Injection', 'T1207: Rogue Domain Controller', 'T1547.005: Security Support Provider', 'T1550.002: Pass the Hash', 'T1550.003: Pass the Ticket', 'T1552.004: Private Keys', 'T1555.003: Credentials from Web Browsers', 'T1555.004: Windows Credential Manager', 'T1555: Credentials from Password Stores', 'T1558.001: Golden Ticket', 'T1558.002: Silver Ticket', 'T1649: Steal or Forge Authentication Certificates'",0,no,"The answer provides a list of techniques used by Mimikatz, which is relevant to the question. However, it lacks an explanation of how these techniques are used by Mimikatz.","{
  ""reasoning"": ""The answer provides a list of techniques used by Mimikatz, which is relevant to the question. However, it lacks an explanation of how these techniques are used by Mimikatz."",
  ""verdict"": ""no""
}"
What attack groups used software 'S0386: Ursnif'?,The attack groups that used software 'S0386: Ursnif' were: 'G0127: TA551',1,uncertain,The answer provides a specific group name but lacks context about other potential groups or any explanation of how this information was determined.,"{
  ""reasoning"": ""The answer provides a specific group name but lacks context about other potential groups or any explanation of how this information was determined."",
  ""verdict"": ""uncertain""
}"
What software procedures use attack technique 'T1136.003: Cloud Account'?,The software procedures that use attack technique 'T1136.003: Cloud Account' are: 'S0677: AADInternals',2,yes,"The answer provides a specific software procedure that uses the mentioned attack technique, which is relevant and accurate. However, it does not provide a comprehensive list and does not explain the technique itself.","{
  ""reasoning"": ""The answer provides a specific software procedure that uses the mentioned attack technique, which is relevant and accurate. However, it does not provide a comprehensive list and does not explain the technique itself."",
  ""verdict"": ""yes""
}"
What is the parent technique of attack technique 'T1498.002: Network Denial of Service: Reflection Amplification'?,The parent technique of attack technique 'T1498.002: Network Denial of Service: Reflection Amplification' is 'T1498: Network Denial of Service',2,yes,The answer correctly identifies the parent technique as 'T1498: Network Denial of Service' and specifies the version 'T1498.002'. It provides a clear and relevant response to the question.,"{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1498: Network Denial of Service' and specifies the version 'T1498.002'. It provides a clear and relevant response to the question."",
  ""verdict"": ""yes""
}"
What attack techniques are used by software 'S0241: RATANKBA'?,"The attack techniques used by software 'S0241: RATANKBA' are: 'T1007: System Service Discovery', 'T1012: Query Registry', 'T1016: System Network Configuration Discovery', 'T1018: Remote System Discovery', 'T1033: System Owner/User Discovery', 'T1047: Windows Management Instrumentation', 'T1049: System Network Connections Discovery', 'T1055.001: Dynamic-link Library Injection', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1087.001: Local Account', 'T1105: Ingress Tool Transfer'",0,no,"The answer provides a list of attack techniques used by the software 'S0241: RATANKBA', which are relevant to the question. However, it does not explain what these techniques mean or how they are used.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by the software 'S0241: RATANKBA', which are relevant to the question. However, it does not explain what these techniques mean or how they are used."",
  ""verdict"": ""no""
}"
What groups used attack technique 'T1074.002: Remote Data Staging'?,"The groups that used attack technique 'T1074.002: Remote Data Staging' are: 'G0007: APT28', 'G0027: Threat Group-3390', 'G0037: FIN6', 'G0045: menuPass', 'G0061: FIN8', 'G0065: Leviathan', 'G0114: Chimera', 'G1019: MoustachedBouncer', 'G1022: ToddyCat'",0,no,"The answer provides a list of groups that have been associated with the use of the 'T1074.002: Remote Data Staging' technique. However, it does not explain the source of this information or the context in which these groups have used the technique.","{
  ""reasoning"": ""The answer provides a list of groups that have been associated with the use of the 'T1074.002: Remote Data Staging' technique. However, it does not explain the source of this information or the context in which these groups have used the technique."",
  ""verdict"": ""no""
}"
What software procedures use attack technique 'T1007: System Service Discovery'?,"The software procedures that use attack technique 'T1007: System Service Discovery' are: 'S0015: Ixeshe', 'S0018: Sykipot', 'S0024: Dyre', 'S0039: Net', 'S0049: GeminiDuke', 'S0057: Tasklist', 'S0081: Elise', 'S0082: Emissary', 'S0085: S-Type', 'S0086: ZLib', 'S0091: Epic', 'S0127: BBSRAT', 'S0154: Cobalt Strike', 'S0180: Volgmer', 'S0201: JPIN', 'S0203: Hydraq', 'S0219: WINERACK', 'S0236: Kwampirs', 'S0237: GravityRAT', 'S0241: RATANKBA', 'S0242: SynAck', 'S0244: Comnie', 'S0260: InvisiMole', 'S0266: TrickBot', 'S0283: jRAT', 'S0342: GreyEnergy', 'S0378: PoshC2', 'S0386: Ursnif', 'S0398: HyperBro', 'S0412: ZxShell', 'S0431: HotCroissant', 'S0496: REvil', 'S0533: SLOTHFULMEDIA', 'S0559: SUNBURST', 'S0570: BitPaymer', 'S0572: Caterpillar WebShell', 'S0582: LookBack', 'S0615: SombRAT', 'S0625: Cuba', 'S0629: RainyDay', 'S0638: Babuk', 'S0663: SysUpdate', 'S0692: SILENTTRINITY', 'S1027: Heyoka Backdoor', 'S1066: DarkTortilla', 'S1070: Black Basta', 'S1085: Sardonic'",2,yes,"The answer provides a list of software procedures that use the specified attack technique. It is factually accurate, relevant, and complete in listing the software procedures.","{
  ""reasoning"": ""The answer provides a list of software procedures that use the specified attack technique. It is factually accurate, relevant, and complete in listing the software procedures."",
  ""verdict"": ""yes""
}"
What attack techniques are used by software 'S0394: HiddenWasp'?,"The attack techniques used by software 'S0394: HiddenWasp' are: 'T1014: Rootkit', 'T1027.013: Encrypted/Encoded File', 'T1037.004: RC Scripts', 'T1059.003: Windows Command Shell', 'T1095: Non-Application Layer Protocol', 'T1105: Ingress Tool Transfer', 'T1136.001: Local Account', 'T1140: Deobfuscate/Decode Files or Information', 'T1573.001: Symmetric Cryptography', 'T1574.006: Dynamic Linker Hijacking'",2,yes,"The answer provides a list of MITRE ATT&CK techniques associated with the software 'S0394: HiddenWasp'. It is factually accurate and relevant, but it lacks an explanation of how these techniques are used by the software.","{
  ""reasoning"": ""The answer provides a list of MITRE ATT&CK techniques associated with the software 'S0394: HiddenWasp'. It is factually accurate and relevant, but it lacks an explanation of how these techniques are used by the software."",
  ""verdict"": ""yes""
}"
What attack groups used software 'S0028: SHIPSHAPE'?,The attack groups that used software 'S0028: SHIPSHAPE' were: 'G0013: APT30',1,uncertain,"The answer provides the correct information regarding the software and one of the attack groups that used it. However, it does not specify the source of this information, making the answer uncertain.","{
  ""reasoning"": ""The answer provides the correct information regarding the software and one of the attack groups that used it. However, it does not specify the source of this information, making the answer uncertain."",
  ""verdict"": ""uncertain""
}"
How many mitigation strategies can be used against attack technique 'T1222.002: File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification'? Name them all.,"The following 2 mitigation strategies mitigate attack technique 'T1222.002: File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification': M1026: Privileged Account Management, M1022: Restrict File and Directory Permissions",0,no,"The answer provides the correct number of mitigation strategies and lists one of them accurately. However, it does not list the second strategy, making the answer incomplete.","{
  ""reasoning"": ""The answer provides the correct number of mitigation strategies and lists one of them accurately. However, it does not list the second strategy, making the answer incomplete."",
  ""verdict"": ""no""
}"
