question,answer,verdict_code,verdict_raw,reasoning,raw_output
How many mitigation strategies can be used against attack technique 'T1555.004: Credentials from Password Stores: Windows Credential Manager'? Name them all.,The following 1 mitigation strategies mitigate attack technique 'T1555.004: Credentials from Password Stores: Windows Credential Manager': M1042: Disable or Remove Feature or Program,0,no,"{
  ""reasoning"": ""The answer only provides one mitigation strategy, whereas the question asks for all mitigation strategies. Additionally, the answer does not provide any information about the other m...","{
  ""reasoning"": ""The answer only provides one mitigation strategy, whereas the question asks for all mitigation strategies. Additionally, the answer does not provide any information about the other mitigation strategies."",
  ""verdict"": ""no"""
How many mitigation strategies can be used against attack technique 'T1552.001: Unsecured Credentials: Credentials In Files'? Name them all.,"The following 4 mitigation strategies mitigate attack technique 'T1552.001: Unsecured Credentials: Credentials In Files': M1047: Audit, M1027: Password Policies, M1022: Restrict File and Directory Permissions, M1017: User Training",0,no,"{
  ""reasoning"": ""The answer provides four specific mitigation strategies, but it does not provide a comprehensive list, as there might be other strategies not mentioned."",
  ""verdict"": ""no""","{
  ""reasoning"": ""The answer provides four specific mitigation strategies, but it does not provide a comprehensive list, as there might be other strategies not mentioned."",
  ""verdict"": ""no"""
What groups used attack technique 'T1562.001: Disable or Modify Tools'?,"The groups that used attack technique 'T1562.001: Disable or Modify Tools' are: 'G0010: Turla', 'G0024: Putter Panda', 'G0032: Lazarus Group', 'G0037: FIN6', 'G0047: Gamaredon Group', 'G0059: Magic Hound', 'G0060: BRONZE BUTLER', 'G0069: MuddyWater', 'G0078: Gorgon Group', 'G0092: TA505', 'G0094: Kimsuky', 'G0102: Wizard Spider', 'G0106: Rocke', 'G0119: Indrik Spider', 'G0139: TeamTNT', 'G0143: Aquatic Panda', 'G1003: Ember Bear', 'G1018: TA2541'",2,yes,"{
  ""reasoning"": ""The answer provides a list of groups that used the attack technique 'T1562.001: Disable or Modify Tools', but it does not provide any additional context or explanation."",
  ""verdict""...","{
  ""reasoning"": ""The answer provides a list of groups that used the attack technique 'T1562.001: Disable or Modify Tools', but it does not provide any additional context or explanation."",
  ""verdict"": ""yes"""
What attack groups used software 'S0387: KeyBoy'?,The attack groups that used software 'S0387: KeyBoy' were: 'G0081: Tropic Trooper',0,no,"The answer provides a specific attack group that used the software 'S0387: KeyBoy', but it lacks context and does not provide any additional information about the attack group or the software.","{
  ""reasoning"": ""The answer provides a specific attack group that used the software 'S0387: KeyBoy', but it lacks context and does not provide any additional information about the attack group or the software."",
  ""verdict"": ""no""
}"
What attack techniques are used by software 'S0363: Empire'?,"The attack techniques used by software 'S0363: Empire' are: 'T1003.001: LSASS Memory', 'T1016: System Network Configuration Discovery', 'T1020: Automated Exfiltration', 'T1021.003: Distributed Component Object Model', 'T1021.004: SSH', 'T1027.010: Command Obfuscation', 'T1033: System Owner/User Discovery', 'T1040: Network Sniffing', 'T1041: Exfiltration Over C2 Channel', 'T1046: Network Service Discovery', 'T1047: Windows Management Instrumentation', 'T1049: System Network Connections Discovery', 'T1053.005: Scheduled Task', 'T1055: Process Injection', 'T1056.001: Keylogging', 'T1056.004: Credential API Hooking', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1059: Command and Scripting Interpreter', 'T1068: Exploitation for Privilege Escalation', 'T1070.006: Timestomp', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1087.001: Local Account', 'T1087.002: Domain Account', 'T1102.002: Bidirectional Communication', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1113: Screen Capture', 'T1114.001: Local Email Collection', 'T1115: Clipboard Data', 'T1119: Automated Collection', 'T1125: Video Capture', 'T1127.001: MSBuild', 'T1134.002: Create Process with Token', 'T1134.005: SID-History Injection', 'T1134: Access Token Manipulation', 'T1135: Network Share Discovery', 'T1136.001: Local Account', 'T1136.002: Domain Account', 'T1210: Exploitation of Remote Services', 'T1217: Browser Information Discovery', 'T1482: Domain Trust Discovery', 'T1484.001: Group Policy Modification', 'T1518.001: Security Software Discovery', 'T1543.003: Windows Service', 'T1546.008: Accessibility Features', 'T1547.001: Registry Run Keys / Startup Folder', 'T1547.005: Security Support Provider', 'T1547.009: Shortcut Modification', 'T1548.002: Bypass User Account Control', 'T1550.002: Pass the Hash', 'T1552.001: Credentials In Files', 'T1552.004: Private Keys', 'T1555.003: Credentials from Web Browsers', 'T1557.001: LLMNR/NBT-NS Poisoning and SMB Relay', 'T1558.001: Golden Ticket', 'T1558.002: Silver Ticket', 'T1558.003: Kerberoasting', 'T1560: Archive Collected Data', 'T1567.001: Exfiltration to Code Repository', 'T1567.002: Exfiltration to Cloud Storage', 'T1569.002: Service Execution', 'T1573.002: Asymmetric Cryptography', 'T1574.001: DLL Search Order Hijacking', 'T1574.004: Dylib Hijacking', 'T1574.007: Path Interception by PATH Environment Variable', 'T1574.008: Path Interception by Search Order Hijacking', 'T1574.009: Path Interception by Unquoted Path', 'T1615: Group Policy Discovery'",0,no,"{
  ""reasoning"": ""The answer provides a comprehensive list of attack techniques used by software 'S0363: Empire', but it lacks a clear explanation of what Empire is and its purpose."",
  ""verdict"": ""no...","{
  ""reasoning"": ""The answer provides a comprehensive list of attack techniques used by software 'S0363: Empire', but it lacks a clear explanation of what Empire is and its purpose."",
  ""verdict"": ""no"""
What attack techniques are used by software 'S0002: Mimikatz'?,"The attack techniques used by software 'S0002: Mimikatz' are: 'T1003.001: LSASS Memory', 'T1003.002: Security Account Manager', 'T1003.004: LSA Secrets', 'T1003.006: DCSync', 'T1098: Account Manipulation', 'T1134.005: SID-History Injection', 'T1207: Rogue Domain Controller', 'T1547.005: Security Support Provider', 'T1550.002: Pass the Hash', 'T1550.003: Pass the Ticket', 'T1552.004: Private Keys', 'T1555.003: Credentials from Web Browsers', 'T1555.004: Windows Credential Manager', 'T1555: Credentials from Password Stores', 'T1558.001: Golden Ticket', 'T1558.002: Silver Ticket', 'T1649: Steal or Forge Authentication Certificates'",0,no,"The answer provides a list of attack techniques used by Mimikatz, but it does not provide any explanation or context about the techniques or the software itself.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by Mimikatz, but it does not provide any explanation or context about the techniques or the software itself."",
  ""verdict"": ""no""
}"
What attack groups used software 'S0386: Ursnif'?,The attack groups that used software 'S0386: Ursnif' were: 'G0127: TA551',0,no,"The answer provides a specific attack group that used the software 'S0386: Ursnif', but it does not provide a comprehensive list of all attack groups that used this software.","{
  ""reasoning"": ""The answer provides a specific attack group that used the software 'S0386: Ursnif', but it does not provide a comprehensive list of all attack groups that used this software."",
  ""verdict"": ""no""
}"
What software procedures use attack technique 'T1136.003: Cloud Account'?,The software procedures that use attack technique 'T1136.003: Cloud Account' are: 'S0677: AADInternals',0,no,"{
  ""reasoning"": ""The answer only provides one specific software procedure 'S0677: AADInternals' that uses the attack technique 'T1136.003: Cloud Account', but it does not provide a comprehensive list...","{
  ""reasoning"": ""The answer only provides one specific software procedure 'S0677: AADInternals' that uses the attack technique 'T1136.003: Cloud Account', but it does not provide a comprehensive list of all software procedures that use this technique."",
  ""verdict"": ""no"""
What is the parent technique of attack technique 'T1498.002: Network Denial of Service: Reflection Amplification'?,The parent technique of attack technique 'T1498.002: Network Denial of Service: Reflection Amplification' is 'T1498: Network Denial of Service',2,yes,"{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1498: Network Denial of Service', but it does not provide any additional context or explanation."",
  ""verdict"": ""yes""","{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1498: Network Denial of Service', but it does not provide any additional context or explanation."",
  ""verdict"": ""yes"""
What attack techniques are used by software 'S0241: RATANKBA'?,"The attack techniques used by software 'S0241: RATANKBA' are: 'T1007: System Service Discovery', 'T1012: Query Registry', 'T1016: System Network Configuration Discovery', 'T1018: Remote System Discovery', 'T1033: System Owner/User Discovery', 'T1047: Windows Management Instrumentation', 'T1049: System Network Connections Discovery', 'T1055.001: Dynamic-link Library Injection', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1087.001: Local Account', 'T1105: Ingress Tool Transfer'",0,no,"The answer provides a list of attack techniques used by software 'S0241: RATANKBA', but it does not provide any explanation or context about the software or its purpose.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by software 'S0241: RATANKBA', but it does not provide any explanation or context about the software or its purpose."",
  ""verdict"": ""no""
}"
What groups used attack technique 'T1074.002: Remote Data Staging'?,"The groups that used attack technique 'T1074.002: Remote Data Staging' are: 'G0007: APT28', 'G0027: Threat Group-3390', 'G0037: FIN6', 'G0045: menuPass', 'G0061: FIN8', 'G0065: Leviathan', 'G0114: Chimera', 'G1019: MoustachedBouncer', 'G1022: ToddyCat'",2,yes,"{
  ""reasoning"": ""The answer provides a list of groups that used the attack technique 'T1074.002: Remote Data Staging', but it does not provide any additional context or explanation."",
  ""verdict"": ""y...","{
  ""reasoning"": ""The answer provides a list of groups that used the attack technique 'T1074.002: Remote Data Staging', but it does not provide any additional context or explanation."",
  ""verdict"": ""yes"""
What software procedures use attack technique 'T1007: System Service Discovery'?,"The software procedures that use attack technique 'T1007: System Service Discovery' are: 'S0015: Ixeshe', 'S0018: Sykipot', 'S0024: Dyre', 'S0039: Net', 'S0049: GeminiDuke', 'S0057: Tasklist', 'S0081: Elise', 'S0082: Emissary', 'S0085: S-Type', 'S0086: ZLib', 'S0091: Epic', 'S0127: BBSRAT', 'S0154: Cobalt Strike', 'S0180: Volgmer', 'S0201: JPIN', 'S0203: Hydraq', 'S0219: WINERACK', 'S0236: Kwampirs', 'S0237: GravityRAT', 'S0241: RATANKBA', 'S0242: SynAck', 'S0244: Comnie', 'S0260: InvisiMole', 'S0266: TrickBot', 'S0283: jRAT', 'S0342: GreyEnergy', 'S0378: PoshC2', 'S0386: Ursnif', 'S0398: HyperBro', 'S0412: ZxShell', 'S0431: HotCroissant', 'S0496: REvil', 'S0533: SLOTHFULMEDIA', 'S0559: SUNBURST', 'S0570: BitPaymer', 'S0572: Caterpillar WebShell', 'S0582: LookBack', 'S0615: SombRAT', 'S0625: Cuba', 'S0629: RainyDay', 'S0638: Babuk', 'S0663: SysUpdate', 'S0692: SILENTTRINITY', 'S1027: Heyoka Backdoor', 'S1066: DarkTortilla', 'S1070: Black Basta', 'S1085: Sardonic'",0,no,"The answer provides a list of software procedures that use the attack technique 'T1007: System Service Discovery', but it does not provide any explanation or context about the technique itself or its significance.","{
  ""reasoning"": ""The answer provides a list of software procedures that use the attack technique 'T1007: System Service Discovery', but it does not provide any explanation or context about the technique itself or its significance."",
  ""verdict"": ""no""
}"
What attack techniques are used by software 'S0394: HiddenWasp'?,"The attack techniques used by software 'S0394: HiddenWasp' are: 'T1014: Rootkit', 'T1027.013: Encrypted/Encoded File', 'T1037.004: RC Scripts', 'T1059.003: Windows Command Shell', 'T1095: Non-Application Layer Protocol', 'T1105: Ingress Tool Transfer', 'T1136.001: Local Account', 'T1140: Deobfuscate/Decode Files or Information', 'T1573.001: Symmetric Cryptography', 'T1574.006: Dynamic Linker Hijacking'",0,no,"The answer provides a list of attack techniques used by the software 'S0394: HiddenWasp', but it does not provide any explanation or context about the software or its purpose.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by the software 'S0394: HiddenWasp', but it does not provide any explanation or context about the software or its purpose."",
  ""verdict"": ""no""
}"
What attack groups used software 'S0028: SHIPSHAPE'?,The attack groups that used software 'S0028: SHIPSHAPE' were: 'G0013: APT30',0,no,"The answer provides a specific attack group that used the software 'S0028: SHIPSHAPE', but it does not provide any additional information or context about the software or the attack group.","{
  ""reasoning"": ""The answer provides a specific attack group that used the software 'S0028: SHIPSHAPE', but it does not provide any additional information or context about the software or the attack group."",
  ""verdict"": ""no""
}"
How many mitigation strategies can be used against attack technique 'T1222.002: File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification'? Name them all.,"The following 2 mitigation strategies mitigate attack technique 'T1222.002: File and Directory Permissions Modification: Linux and Mac File and Directory Permissions Modification': M1026: Privileged Account Management, M1022: Restrict File and Directory Permissions",0,no,"{
  ""reasoning"": ""The answer correctly identifies two mitigation strategies, M1026 and M1022, but does not provide a comprehensive list of all possible mitigation strategies against the attack techniq...","{
  ""reasoning"": ""The answer correctly identifies two mitigation strategies, M1026 and M1022, but does not provide a comprehensive list of all possible mitigation strategies against the attack technique 'T1222.002'."",
  ""verdict"": ""no"""
How many mitigation strategies can be used against attack technique 'T1137: Office Application Startup'? Name them all.,"The following 4 mitigation strategies mitigate attack technique 'T1137: Office Application Startup': M1040: Behavior Prevention on Endpoint, M1042: Disable or Remove Feature or Program, M1054: Software Configuration, M1051: Update Software",0,no,"{
  ""reasoning"": ""The answer provides four specific mitigation strategies, but it does not provide a comprehensive list, as it only mentions four out of the total possible strategies."",
  ""verdict"": ""...","{
  ""reasoning"": ""The answer provides four specific mitigation strategies, but it does not provide a comprehensive list, as it only mentions four out of the total possible strategies."",
  ""verdict"": ""no"""
What attack techniques are used by software 'S1115: WIREFIRE'?,"The attack techniques used by software 'S1115: WIREFIRE' are: 'T1071.001: Web Protocols', 'T1105: Ingress Tool Transfer', 'T1132.001: Standard Encoding', 'T1140: Deobfuscate/Decode Files or Information', 'T1505.003: Web Shell', 'T1554: Compromise Host Software Binary', 'T1573.001: Symmetric Cryptography'",0,no,"{
  ""reasoning"": ""The answer provides a list of attack techniques used by software 'S1115: WIREFIRE', but it does not provide any context or explanation about the software or its purpose."",
  ""verdict...","{
  ""reasoning"": ""The answer provides a list of attack techniques used by software 'S1115: WIREFIRE', but it does not provide any context or explanation about the software or its purpose."",
  ""verdict"": ""no"""
How many mitigation strategies can be used against attack technique 'T1584: Compromise Infrastructure'? Name them all.,The following 1 mitigation strategies mitigate attack technique 'T1584: Compromise Infrastructure': M1056: Pre-compromise,0,no,"{
  ""reasoning"": ""The answer only provides one mitigation strategy, whereas the question asks for 'all' mitigation strategies. Additionally, the answer does not provide any information about the other...","{
  ""reasoning"": ""The answer only provides one mitigation strategy, whereas the question asks for 'all' mitigation strategies. Additionally, the answer does not provide any information about the other mitigation strategies."",
  ""verdict"": ""no"""
What attack groups used software 'S1050: PcShare'?,The attack groups that used software 'S1050: PcShare' were: 'G1023: APT5',0,no,"The answer provides a specific attack group 'G1023: APT5' that used the software 'S1050: PcShare', but it does not provide any additional information or context about the attack group or the software.","{
  ""reasoning"": ""The answer provides a specific attack group 'G1023: APT5' that used the software 'S1050: PcShare', but it does not provide any additional information or context about the attack group or the software."",
  ""verdict"": ""no""
}"
What campaigns used attack technique 'T1001.002: Steganography'?,The campaigns that used attack technique 'T1001.002: Steganography' were: 'C0023: Operation Ghost',0,no,"The answer provides a specific campaign name, but it does not provide a comprehensive list of all campaigns that used the attack technique 'T1001.002: Steganography'.","{
  ""reasoning"": ""The answer provides a specific campaign name, but it does not provide a comprehensive list of all campaigns that used the attack technique 'T1001.002: Steganography'."",
  ""verdict"": ""no""
}"
What software procedures use attack technique 'T1080: Taint Shared Content'?,"The software procedures that use attack technique 'T1080: Taint Shared Content' are: 'S0132: H1N1', 'S0133: Miner-C', 'S0260: InvisiMole', 'S0386: Ursnif', 'S0458: Ramsay', 'S0575: Conti', 'S0603: Stuxnet'",0,no,"The answer provides a list of software procedures that allegedly use the attack technique 'T1080: Taint Shared Content', but lacks any explanation or context about the technique itself, its purpose, or how it is used.","{
  ""reasoning"": ""The answer provides a list of software procedures that allegedly use the attack technique 'T1080: Taint Shared Content', but lacks any explanation or context about the technique itself, its purpose, or how it is used."",
  ""verdict"": ""no""
}"
How many mitigation strategies can be used against attack technique 'T1621: Multi-Factor Authentication Request Generation'? Name them all.,"The following 3 mitigation strategies mitigate attack technique 'T1621: Multi-Factor Authentication Request Generation': M1036: Account Use Policies, M1032: Multi-factor Authentication, M1017: User Training",0,no,"{
  ""reasoning"": ""The answer provides three mitigation strategies, but it does not explain what these strategies are or how they mitigate the attack technique. It also does not provide a comprehensive...","{
  ""reasoning"": ""The answer provides three mitigation strategies, but it does not explain what these strategies are or how they mitigate the attack technique. It also does not provide a comprehensive list, as there might be other strategies that can be used against this attack technique."",
  ""verdict"": ""no"""
How many mitigation strategies can be used against attack technique 'T1197: BITS Jobs'? Name them all.,"The following 3 mitigation strategies mitigate attack technique 'T1197: BITS Jobs': M1037: Filter Network Traffic, M1028: Operating System Configuration, M1018: User Account Management",0,no,"{
  ""reasoning"": ""The answer provides three mitigation strategies, but it does not provide a clear explanation of what 'T1197: BITS Jobs' is or what the mitigation strategies are specifically targetin...","{
  ""reasoning"": ""The answer provides three mitigation strategies, but it does not provide a clear explanation of what 'T1197: BITS Jobs' is or what the mitigation strategies are specifically targeting. Additionally, the answer does not provide a comprehensive list of all possible mitigation strategies."",
  ""verdict"": ""no"""
Which tactics are used in attack technique 'T1568: Dynamic Resolution'? Name them all,1 tactic is used in attack technique 'T1568: Dynamic Resolution'. It is: Command and Control,0,no,"{
  ""reasoning"": ""The answer is incomplete as it only mentions one tactic, whereas the question asks for all tactics used in the attack technique 'T1568: Dynamic Resolution'."",
  ""verdict"": ""no""","{
  ""reasoning"": ""The answer is incomplete as it only mentions one tactic, whereas the question asks for all tactics used in the attack technique 'T1568: Dynamic Resolution'."",
  ""verdict"": ""no"""
Which tactics are used in attack technique 'T1003: OS Credential Dumping'? Name them all,1 tactic is used in attack technique 'T1003: OS Credential Dumping'. It is: Credential Access,0,no,"The answer is incomplete as it only mentions one tactic, whereas the question asks for all tactics used in the attack technique 'T1003: OS Credential Dumping'.","{
  ""reasoning"": ""The answer is incomplete as it only mentions one tactic, whereas the question asks for all tactics used in the attack technique 'T1003: OS Credential Dumping'."",
  ""verdict"": ""no""
}"
What attack techniques are used by software 'S1060: Mafalda'?,"The attack techniques used by software 'S1060: Mafalda' are: 'T1003.001: LSASS Memory', 'T1005: Data from Local System', 'T1012: Query Registry', 'T1016: System Network Configuration Discovery', 'T1027.013: Encrypted/Encoded File', 'T1033: System Owner/User Discovery', 'T1041: Exfiltration Over C2 Channel', 'T1049: System Network Connections Discovery', 'T1056: Input Capture', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1070.001: Clear Windows Event Logs', 'T1071.001: Web Protocols', 'T1074.001: Local Data Staging', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1090.001: Internal Proxy', 'T1095: Non-Application Layer Protocol', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1112: Modify Registry', 'T1113: Screen Capture', 'T1132.001: Standard Encoding', 'T1133: External Remote Services', 'T1134.003: Make and Impersonate Token', 'T1134: Access Token Manipulation', 'T1140: Deobfuscate/Decode Files or Information', 'T1205.001: Port Knocking', 'T1217: Browser Information Discovery', 'T1518.001: Security Software Discovery', 'T1552.004: Private Keys', 'T1569.002: Service Execution', 'T1573.001: Symmetric Cryptography', 'T1622: Debugger Evasion'",0,no,"The answer provides a list of attack techniques used by software 'S1060: Mafalda', but it does not provide any context or explanation about the software or its purpose.","{
  ""reasoning"": ""The answer provides a list of attack techniques used by software 'S1060: Mafalda', but it does not provide any context or explanation about the software or its purpose."",
  ""verdict"": ""no""
}"
How many data components can be used to detect attack technique 'T1211: Exploitation for Defense Evasion'? Name them all.,"The following 2 data components can be used to detect attack technique 'T1211: Exploitation for Defense Evasion': Application Log Content, Process Creation",0,no,"{
  ""reasoning"": ""The answer correctly identifies two data components that can be used to detect attack technique 'T1211: Exploitation for Defense Evasion', but it does not provide a comprehensive lis...","{
  ""reasoning"": ""The answer correctly identifies two data components that can be used to detect attack technique 'T1211: Exploitation for Defense Evasion', but it does not provide a comprehensive list, as the question asks to name all data components."",
  ""verdict"": ""no"""
What attack groups used software 'S0398: HyperBro'?,The attack groups that used software 'S0398: HyperBro' were: 'G0027: Threat Group-3390',0,no,"The answer provides a specific attack group that used the software 'S0398: HyperBro', but it does not provide any additional information or context about the attack group or the software.","{
  ""reasoning"": ""The answer provides a specific attack group that used the software 'S0398: HyperBro', but it does not provide any additional information or context about the attack group or the software."",
  ""verdict"": ""no""
}"
What are the sub-techniques of attack technique 'T1021: Remote Services'?,"The sub-techniques of attack technique 'T1021: Remote Services' are: 'T1021.001: Remote Services: Remote Desktop Protocol', 'T1021.002: Remote Services: SMB/Windows Admin Shares', 'T1021.003: Remote Services: Distributed Component Object Model', 'T1021.004: Remote Services: SSH', 'T1021.005: Remote Services: VNC', 'T1021.006: Remote Services: Windows Remote Management', 'T1021.007: Remote Services: Cloud Services', 'T1021.008: Remote Services: Direct Cloud VM Connections'",2,yes,"{
  ""reasoning"": ""The answer provides a list of sub-techniques of attack technique 'T1021: Remote Services', which is a specific and relevant answer to the question. However, it does not provide any a...","{
  ""reasoning"": ""The answer provides a list of sub-techniques of attack technique 'T1021: Remote Services', which is a specific and relevant answer to the question. However, it does not provide any additional context or explanation about the sub-techniques."",
  ""verdict"": ""yes"""
What campaigns used attack technique 'T1112: Modify Registry'?,"The campaigns that used attack technique 'T1112: Modify Registry' were: 'C0002: Night Dragon', 'C0006: Operation Honeybee', 'C0014: Operation Wocao', 'C0028: 2015 Ukraine Electric Power Attack'",1,uncertain,"The answer provides specific campaign names that allegedly used the 'T1112: Modify Registry' attack technique, but lacks any additional context or evidence to support the claim.","{
  ""reasoning"": ""The answer provides specific campaign names that allegedly used the 'T1112: Modify Registry' attack technique, but lacks any additional context or evidence to support the claim."",
  ""verdict"": ""uncertain""
}"
How many data components can be used to detect attack technique 'T1606.002: Forge Web Credentials: SAML Tokens'? Name them all.,"The following 6 data components can be used to detect attack technique 'T1606.002: Forge Web Credentials: SAML Tokens': Logon Session Creation, Logon Session Metadata, Process Creation, User Account Authentication, Web Credential Creation, Web Credential Usage",0,no,"{
  ""reasoning"": ""The answer provides 6 data components that can be used to detect the attack technique 'T1606.002: Forge Web Credentials: SAML Tokens', but it does not provide a clear explanation of ...","{
  ""reasoning"": ""The answer provides 6 data components that can be used to detect the attack technique 'T1606.002: Forge Web Credentials: SAML Tokens', but it does not provide a clear explanation of how these components can be used to detect the attack."",
  ""verdict"": ""no"""
What attack techniques are used by software 'S0380: StoneDrill'?,"The attack techniques used by software 'S0380: StoneDrill' are: 'T1012: Query Registry', 'T1027.013: Encrypted/Encoded File', 'T1047: Windows Management Instrumentation', 'T1055: Process Injection', 'T1059.005: Visual Basic', 'T1070.004: File Deletion', 'T1082: System Information Discovery', 'T1105: Ingress Tool Transfer', 'T1113: Screen Capture', 'T1124: System Time Discovery', 'T1485: Data Destruction', 'T1497: Virtualization/Sandbox Evasion', 'T1518.001: Security Software Discovery', 'T1561.001: Disk Content Wipe', 'T1561.002: Disk Structure Wipe'",2,yes,"{
  ""reasoning"": ""The answer provides a list of attack techniques used by software 'S0380: StoneDrill', but it does not provide any additional context or explanation about the software or its purpose....","{
  ""reasoning"": ""The answer provides a list of attack techniques used by software 'S0380: StoneDrill', but it does not provide any additional context or explanation about the software or its purpose."",
  ""verdict"": ""yes"""
What groups used attack technique 'T1087.001: Local Account'?,"The groups that used attack technique 'T1087.001: Local Account' are: 'G0004: Ke3chang', 'G0006: APT1', 'G0010: Turla', 'G0018: admin@338', 'G0022: APT3', 'G0027: Threat Group-3390', 'G0033: Poseidon Group', 'G0049: OilRig', 'G0050: APT32', 'G0096: APT41', 'G0114: Chimera', 'G0117: Fox Kitten', 'G1009: Moses Staff'",2,yes,"{
  ""reasoning"": ""The answer provides a list of groups that used the attack technique 'T1087.001: Local Account', but it does not provide any additional context or explanation about the technique or t...","{
  ""reasoning"": ""The answer provides a list of groups that used the attack technique 'T1087.001: Local Account', but it does not provide any additional context or explanation about the technique or the groups."",
  ""verdict"": ""yes"""
What campaigns used attack technique 'T1008: Fallback Channels'?,The campaigns that used attack technique 'T1008: Fallback Channels' were: 'C0002: Night Dragon',0,no,The answer only provides a single campaign name without any additional context or information about the attack technique 'T1008: Fallback Channels'.,"{
  ""reasoning"": ""The answer only provides a single campaign name without any additional context or information about the attack technique 'T1008: Fallback Channels'."",
  ""verdict"": ""no""
}"
What is the parent technique of attack technique 'T1552.008: Unsecured Credentials: Chat Messages'?,The parent technique of attack technique 'T1552.008: Unsecured Credentials: Chat Messages' is 'T1552: Unsecured Credentials',2,yes,"{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1552: Unsecured Credentials', but it does not provide any additional context or explanation."",
  ""verdict"": ""yes""","{
  ""reasoning"": ""The answer correctly identifies the parent technique as 'T1552: Unsecured Credentials', but it does not provide any additional context or explanation."",
  ""verdict"": ""yes"""
What groups used attack technique 'T1055.001: Dynamic-link Library Injection'?,"The groups that used attack technique 'T1055.001: Dynamic-link Library Injection' are: 'G0010: Turla', 'G0024: Putter Panda', 'G0032: Lazarus Group', 'G0065: Leviathan', 'G0081: Tropic Trooper', 'G0092: TA505', 'G0102: Wizard Spider', 'G0135: BackdoorDiplomacy', 'G1026: Malteiro'",2,yes,"{
  ""reasoning"": ""The answer provides a list of groups that used the attack technique 'T1055.001: Dynamic-link Library Injection', but it does not provide any additional context or explanation."",
  ""v...","{
  ""reasoning"": ""The answer provides a list of groups that used the attack technique 'T1055.001: Dynamic-link Library Injection', but it does not provide any additional context or explanation."",
  ""verdict"": ""yes"""
What groups used attack technique 'T1571: Non-Standard Port'?,"The groups that used attack technique 'T1571: Non-Standard Port' are: 'G0032: Lazarus Group', 'G0034: Sandworm Team', 'G0046: FIN7', 'G0050: APT32', 'G0059: Magic Hound', 'G0064: APT33', 'G0090: WIRTE', 'G0091: Silence', 'G0099: APT-C-36', 'G0105: DarkVishnya', 'G0106: Rocke'",2,yes,"{
  ""reasoning"": ""The answer provides a list of groups that used the attack technique 'T1571: Non-Standard Port', but it does not provide any additional context or explanation about the technique or t...","{
  ""reasoning"": ""The answer provides a list of groups that used the attack technique 'T1571: Non-Standard Port', but it does not provide any additional context or explanation about the technique or the groups."",
  ""verdict"": ""yes"""
What attack groups used software 'S1059: metaMain'?,The attack groups that used software 'S1059: metaMain' were: 'G1013: Metador',0,no,"The answer provides a specific attack group that used the software 'S1059: metaMain', but it does not provide a comprehensive list of all attack groups that used this software.","{
  ""reasoning"": ""The answer provides a specific attack group that used the software 'S1059: metaMain', but it does not provide a comprehensive list of all attack groups that used this software."",
  ""verdict"": ""no""
}"
What campaigns used attack technique 'T1574.002: DLL Side-Loading'?,The campaigns that used attack technique 'T1574.002: DLL Side-Loading' were: 'C0012: Operation CuckooBees',0,no,"The answer provides a specific example of a campaign that used the attack technique 'T1574.002: DLL Side-Loading', but it does not provide a comprehensive list of all campaigns that used this technique.","{
  ""reasoning"": ""The answer provides a specific example of a campaign that used the attack technique 'T1574.002: DLL Side-Loading', but it does not provide a comprehensive list of all campaigns that used this technique."",
  ""verdict"": ""no""
}"
How many mitigation strategies can be used against attack technique 'T1218.009: System Binary Proxy Execution: Regsvcs/Regasm'? Name them all.,"The following 2 mitigation strategies mitigate attack technique 'T1218.009: System Binary Proxy Execution: Regsvcs/Regasm': M1042: Disable or Remove Feature or Program, M1038: Execution Prevention",0,no,"{
  ""reasoning"": ""The answer correctly identifies two mitigation strategies, M1042 and M1038, but does not provide a comprehensive list, as the question asks to name all mitigation strategies."",
  ""ve...","{
  ""reasoning"": ""The answer correctly identifies two mitigation strategies, M1042 and M1038, but does not provide a comprehensive list, as the question asks to name all mitigation strategies."",
  ""verdict"": ""no"""
