question,answer,y_pred,raw_output
What groups used attack technique 'T1589.003: Employee Names'?,"The groups that used attack technique 'T1589.003: Employee Names' are: 'G0034: Sandworm Team', 'G0094: Kimsuky', 'G0096: APT41', 'G0122: Silent Librarian'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1592.002: Gather Victim Host Information: Software'?,The parent technique of attack technique 'T1592.002: Gather Victim Host Information: Software' is 'T1592: Gather Victim Host Information',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1538: Cloud Service Dashboard'?,The groups that used attack technique 'T1538: Cloud Service Dashboard' are: 'G1015: Scattered Spider',1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1550.002: Pass the Hash'?,"The groups that used attack technique 'T1550.002: Pass the Hash' are: 'G0006: APT1', 'G0007: APT28', 'G0050: APT32', 'G0093: GALLIUM', 'G0094: Kimsuky', 'G0096: APT41', 'G0102: Wizard Spider', 'G0114: Chimera', 'G1016: FIN13'",2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0065: Leviathan'?,"The software used by attack group 'G0065: Leviathan' are: 'S0005: Windows Credential Editor', 'S0020: China Chopper', 'S0021: Derusbi', 'S0032: gh0st RAT', 'S0039: Net', 'S0069: BLACKCOFFEE', 'S0110: at', 'S0154: Cobalt Strike', 'S0183: Tor', 'S0190: BITSAdmin', 'S0194: PowerSploit', 'S0228: NanHaiShu', 'S0229: Orz', 'S0232: HOMEFRY', 'S0233: MURKYTOP', 'S0363: Empire', 'S0642: BADFLICK'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1498: Network Denial of Service'?,The groups that used attack technique 'T1498: Network Denial of Service' are: 'G0007: APT28',1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1497: Virtualization/Sandbox Evasion'?,The groups that used attack technique 'T1497: Virtualization/Sandbox Evasion' are: 'G0012: Darkhotel',1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G0047: Gamaredon Group'?,"The software used by attack group 'G0047: Gamaredon Group' are: 'S0097: Ping', 'S0147: Pteranodon', 'S0685: PowerPunch', 'S0686: QuietSieve'",1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1608.002: Upload Tool'?,The groups that used attack technique 'T1608.002: Upload Tool' are: 'G0027: Threat Group-3390',1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1591.002: Business Relationships'?,"The groups that used attack technique 'T1591.002: Business Relationships' are: 'G0034: Sandworm Team', 'G0035: Dragonfly', 'G1004: LAPSUS$'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1574.012: Hijack Execution Flow: COR_PROFILER'?,The parent technique of attack technique 'T1574.012: Hijack Execution Flow: COR_PROFILER' is 'T1574: Hijack Execution Flow',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1566.004: Phishing: Spearphishing Voice'?,The parent technique of attack technique 'T1566.004: Phishing: Spearphishing Voice' is 'T1566: Phishing',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1021.006: Remote Services: Windows Remote Management'?,The parent technique of attack technique 'T1021.006: Remote Services: Windows Remote Management' is 'T1021: Remote Services',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1566.003: Phishing: Spearphishing via Service'?,The parent technique of attack technique 'T1566.003: Phishing: Spearphishing via Service' is 'T1566: Phishing',2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0142: Confucius'?,The software used by attack group 'G0142: Confucius' are: 'S0670: WarzoneRAT',1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1546.013: Event Triggered Execution: PowerShell Profile'?,The parent technique of attack technique 'T1546.013: Event Triggered Execution: PowerShell Profile' is 'T1546: Event Triggered Execution',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1110.004: Brute Force: Credential Stuffing'?,The parent technique of attack technique 'T1110.004: Brute Force: Credential Stuffing' is 'T1110: Brute Force',2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0107: Whitefly'?,The software used by attack group 'G0107: Whitefly' are: 'S0002: Mimikatz',1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G0011: PittyTiger'?,"The software used by attack group 'G0011: PittyTiger' are: 'S0002: Mimikatz', 'S0008: gsecdump', 'S0010: Lurid', 'S0012: PoisonIvy', 'S0032: gh0st RAT'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1134.005: Access Token Manipulation: SID-History Injection'?,The parent technique of attack technique 'T1134.005: Access Token Manipulation: SID-History Injection' is 'T1134: Access Token Manipulation',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1114.002: Email Collection: Remote Email Collection'?,The parent technique of attack technique 'T1114.002: Email Collection: Remote Email Collection' is 'T1114: Email Collection',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1553.004: Subvert Trust Controls: Install Root Certificate'?,The parent technique of attack technique 'T1553.004: Subvert Trust Controls: Install Root Certificate' is 'T1553: Subvert Trust Controls',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1592.002: Software'?,"The groups that used attack technique 'T1592.002: Software' are: 'G0034: Sandworm Team', 'G0059: Magic Hound', 'G0138: Andariel'",1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1574.002: Hijack Execution Flow: DLL Side-Loading'?,The parent technique of attack technique 'T1574.002: Hijack Execution Flow: DLL Side-Loading' is 'T1574: Hijack Execution Flow',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1505.004: Server Software Component: IIS Components'?,The parent technique of attack technique 'T1505.004: Server Software Component: IIS Components' is 'T1505: Server Software Component',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1070.002: Clear Linux or Mac System Logs'?,"The groups that used attack technique 'T1070.002: Clear Linux or Mac System Logs' are: 'G0106: Rocke', 'G0139: TeamTNT'",1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1036.007: Double File Extension'?,The groups that used attack technique 'T1036.007: Double File Extension' are: 'G0129: Mustang Panda',1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1090.001: Internal Proxy'?,"The groups that used attack technique 'T1090.001: Internal Proxy' are: 'G0010: Turla', 'G0032: Lazarus Group', 'G0041: Strider', 'G0087: APT39', 'G0126: Higaisa', 'G1016: FIN13', 'G1017: Volt Typhoon'",2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0117: Fox Kitten'?,"The software used by attack group 'G0117: Fox Kitten' are: 'S0020: China Chopper', 'S0029: PsExec', 'S0508: ngrok', 'S0556: Pay2Key'",1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1020.001: Automated Exfiltration: Traffic Duplication'?,The parent technique of attack technique 'T1020.001: Automated Exfiltration: Traffic Duplication' is 'T1020: Automated Exfiltration',2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1552.004: Private Keys'?,"The campaigns that used attack technique 'T1552.004: Private Keys' were: 'C0014: Operation Wocao', 'C0024: SolarWinds Compromise'",2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1583.006: Web Services'?,"The campaigns that used attack technique 'T1583.006: Web Services' were: 'C0013: Operation Sharpshooter', 'C0022: Operation Dream Job'",1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1078: Valid Accounts'?,"The groups that used attack technique 'T1078: Valid Accounts' are: 'G0001: Axiom', 'G0004: Ke3chang', 'G0007: APT28', 'G0008: Carbanak', 'G0011: PittyTiger', 'G0016: APT29', 'G0026: APT18', 'G0027: Threat Group-3390', 'G0032: Lazarus Group', 'G0034: Sandworm Team', 'G0035: Dragonfly', 'G0037: FIN6', 'G0039: Suckfly', 'G0045: menuPass', 'G0046: FIN7', 'G0049: OilRig', 'G0051: FIN10', 'G0053: FIN5', 'G0061: FIN8', 'G0064: APT33', 'G0065: Leviathan', 'G0085: FIN4', 'G0087: APT39', 'G0091: Silence', 'G0093: GALLIUM', 'G0096: APT41', 'G0102: Wizard Spider', 'G0114: Chimera', 'G0117: Fox Kitten', 'G0122: Silent Librarian', 'G1004: LAPSUS$', 'G1005: POLONIUM', 'G1021: Cinnamon Tempest', 'G1024: Akira'",2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1110.002: Password Cracking'?,The campaigns that used attack technique 'T1110.002: Password Cracking' were: 'C0002: Night Dragon',1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G1020: Mustard Tempest'?,"The software used by attack group 'G1020: Mustard Tempest' are: 'S0154: Cobalt Strike', 'S1124: SocGholish'",1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1003.002: Security Account Manager'?,"The groups that used attack technique 'T1003.002: Security Account Manager' are: 'G0004: Ke3chang', 'G0016: APT29', 'G0027: Threat Group-3390', 'G0035: Dragonfly', 'G0045: menuPass', 'G0093: GALLIUM', 'G0096: APT41', 'G0102: Wizard Spider', 'G1016: FIN13', 'G1023: APT5'",2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0068: PLATINUM'?,"The software used by attack group 'G0068: PLATINUM' are: 'S0200: Dipsind', 'S0201: JPIN', 'S0202: adbupd'",1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1047: Windows Management Instrumentation'?,"The groups that used attack technique 'T1047: Windows Management Instrumentation' are: 'G0009: Deep Panda', 'G0016: APT29', 'G0019: Naikon', 'G0027: Threat Group-3390', 'G0032: Lazarus Group', 'G0034: Sandworm Team', 'G0037: FIN6', 'G0038: Stealth Falcon', 'G0045: menuPass', 'G0046: FIN7', 'G0047: Gamaredon Group', 'G0049: OilRig', 'G0050: APT32', 'G0059: Magic Hound', 'G0061: FIN8', 'G0065: Leviathan', 'G0069: MuddyWater', 'G0093: GALLIUM', 'G0096: APT41', 'G0102: Wizard Spider', 'G0108: Blue Mockingbird', 'G0112: Windshift', 'G0114: Chimera', 'G0119: Indrik Spider', 'G0129: Mustang Panda', 'G1006: Earth Lusca', 'G1016: FIN13', 'G1017: Volt Typhoon', 'G1018: TA2541', 'G1021: Cinnamon Tempest', 'G1022: ToddyCat'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1087: Account Discovery'?,The groups that used attack technique 'T1087: Account Discovery' are: 'G1016: FIN13',1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G0115: GOLD SOUTHFIELD'?,"The software used by attack group 'G0115: GOLD SOUTHFIELD' are: 'S0496: REvil', 'S0591: ConnectWise'",1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1136.001: Local Account'?,"The groups that used attack technique 'T1136.001: Local Account' are: 'G0022: APT3', 'G0035: Dragonfly', 'G0059: Magic Hound', 'G0077: Leafminer', 'G0087: APT39', 'G0094: Kimsuky', 'G0096: APT41', 'G0102: Wizard Spider', 'G0117: Fox Kitten', 'G0139: TeamTNT', 'G1016: FIN13', 'G1023: APT5'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1218.009: System Binary Proxy Execution: Regsvcs/Regasm'?,The parent technique of attack technique 'T1218.009: System Binary Proxy Execution: Regsvcs/Regasm' is 'T1218: System Binary Proxy Execution',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1216.002: System Script Proxy Execution: SyncAppvPublishingServer'?,The parent technique of attack technique 'T1216.002: System Script Proxy Execution: SyncAppvPublishingServer' is 'T1216: System Script Proxy Execution',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1606.001: Forge Web Credentials: Web Cookies'?,The parent technique of attack technique 'T1606.001: Forge Web Credentials: Web Cookies' is 'T1606: Forge Web Credentials',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1608.001: Upload Malware'?,"The groups that used attack technique 'T1608.001: Upload Malware' are: 'G0027: Threat Group-3390', 'G0046: FIN7', 'G0047: Gamaredon Group', 'G0050: APT32', 'G0092: TA505', 'G0094: Kimsuky', 'G0129: Mustang Panda', 'G0139: TeamTNT', 'G0140: LazyScripter', 'G1001: HEXANE', 'G1002: BITTER', 'G1006: Earth Lusca', 'G1008: SideCopy', 'G1011: EXOTIC LILY', 'G1014: LuminousMoth', 'G1018: TA2541', 'G1020: Mustard Tempest'",2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1547.001: Registry Run Keys / Startup Folder'?,"The campaigns that used attack technique 'T1547.001: Registry Run Keys / Startup Folder' were: 'C0013: Operation Sharpshooter', 'C0022: Operation Dream Job'",1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1213: Data from Information Repositories'?,The campaigns that used attack technique 'T1213: Data from Information Repositories' were: 'C0024: SolarWinds Compromise',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1021.007: Remote Services: Cloud Services'?,The parent technique of attack technique 'T1021.007: Remote Services: Cloud Services' is 'T1021: Remote Services',2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1020: Automated Exfiltration'?,The campaigns that used attack technique 'T1020: Automated Exfiltration' were: 'C0001: Frankenstein',1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1569.002: Service Execution'?,"The campaigns that used attack technique 'T1569.002: Service Execution' were: 'C0006: Operation Honeybee', 'C0014: Operation Wocao'",1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1040: Network Sniffing'?,"The groups that used attack technique 'T1040: Network Sniffing' are: 'G0007: APT28', 'G0034: Sandworm Team', 'G0064: APT33', 'G0094: Kimsuky', 'G0105: DarkVishnya'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1074.001: Data Staged: Local Data Staging'?,The parent technique of attack technique 'T1074.001: Data Staged: Local Data Staging' is 'T1074: Data Staged',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1083: File and Directory Discovery'?,"The groups that used attack technique 'T1083: File and Directory Discovery' are: 'G0004: Ke3chang', 'G0007: APT28', 'G0010: Turla', 'G0012: Darkhotel', 'G0018: admin@338', 'G0022: APT3', 'G0026: APT18', 'G0032: Lazarus Group', 'G0034: Sandworm Team', 'G0035: Dragonfly', 'G0040: Patchwork', 'G0044: Winnti Group', 'G0045: menuPass', 'G0047: Gamaredon Group', 'G0050: APT32', 'G0054: Sowbug', 'G0059: Magic Hound', 'G0060: BRONZE BUTLER', 'G0069: MuddyWater', 'G0070: Dark Caracal', 'G0077: Leafminer', 'G0081: Tropic Trooper', 'G0082: APT38', 'G0087: APT39', 'G0094: Kimsuky', 'G0096: APT41', 'G0100: Inception', 'G0114: Chimera', 'G0117: Fox Kitten', 'G0121: Sidewinder', 'G0124: Windigo', 'G0125: HAFNIUM', 'G0129: Mustang Panda', 'G0139: TeamTNT', 'G0142: Confucius', 'G1007: Aoqin Dragon', 'G1014: LuminousMoth', 'G1015: Scattered Spider', 'G1016: FIN13', 'G1022: ToddyCat', 'G1023: APT5'",2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1007: System Service Discovery'?,"The campaigns that used attack technique 'T1007: System Service Discovery' were: 'C0012: Operation CuckooBees', 'C0014: Operation Wocao'",1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1497.001: System Checks'?,"The campaigns that used attack technique 'T1497.001: System Checks' were: 'C0001: Frankenstein', 'C0022: Operation Dream Job'",1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G0059: Magic Hound'?,"The software used by attack group 'G0059: Magic Hound' are: 'S0002: Mimikatz', 'S0029: PsExec', 'S0039: Net', 'S0096: Systeminfo', 'S0097: Ping', 'S0100: ipconfig', 'S0108: netsh', 'S0186: DownPaper', 'S0192: Pupy', 'S0357: Impacket', 'S0674: CharmPower', 'S1012: PowerLess'",1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1036.002: Masquerading: Right-to-Left Override'?,The parent technique of attack technique 'T1036.002: Masquerading: Right-to-Left Override' is 'T1036: Masquerading',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1574.010: Hijack Execution Flow: Services File Permissions Weakness'?,The parent technique of attack technique 'T1574.010: Hijack Execution Flow: Services File Permissions Weakness' is 'T1574: Hijack Execution Flow',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1098.003: Additional Cloud Roles'?,"The groups that used attack technique 'T1098.003: Additional Cloud Roles' are: 'G1004: LAPSUS$', 'G1015: Scattered Spider'",1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1583.001: Acquire Infrastructure: Domains'?,The parent technique of attack technique 'T1583.001: Acquire Infrastructure: Domains' is 'T1583: Acquire Infrastructure',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1546.003: Event Triggered Execution: Windows Management Instrumentation Event Subscription'?,The parent technique of attack technique 'T1546.003: Event Triggered Execution: Windows Management Instrumentation Event Subscription' is 'T1546: Event Triggered Execution',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1218: System Binary Proxy Execution'?,The groups that used attack technique 'T1218: System Binary Proxy Execution' are: 'G0032: Lazarus Group',1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G0026: APT18'?,"The software used by attack group 'G0026: APT18' are: 'S0032: gh0st RAT', 'S0070: HTTPBrowser', 'S0071: hcdLoader', 'S0106: cmd', 'S0124: Pisloader'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1587.004: Develop Capabilities: Exploits'?,The parent technique of attack technique 'T1587.004: Develop Capabilities: Exploits' is 'T1587: Develop Capabilities',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1656: Impersonation'?,"The groups that used attack technique 'T1656: Impersonation' are: 'G1004: LAPSUS$', 'G1015: Scattered Spider'",1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1585.003: Establish Accounts: Cloud Accounts'?,The parent technique of attack technique 'T1585.003: Establish Accounts: Cloud Accounts' is 'T1585: Establish Accounts',2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1555.003: Credentials from Web Browsers'?,The campaigns that used attack technique 'T1555.003: Credentials from Web Browsers' were: 'C0024: SolarWinds Compromise',1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1021.001: Remote Desktop Protocol'?,"The groups that used attack technique 'T1021.001: Remote Desktop Protocol' are: 'G0001: Axiom', 'G0006: APT1', 'G0022: APT3', 'G0032: Lazarus Group', 'G0035: Dragonfly', 'G0037: FIN6', 'G0040: Patchwork', 'G0045: menuPass', 'G0046: FIN7', 'G0049: OilRig', 'G0051: FIN10', 'G0059: Magic Hound', 'G0061: FIN8', 'G0065: Leviathan', 'G0080: Cobalt Group', 'G0087: APT39', 'G0091: Silence', 'G0094: Kimsuky', 'G0096: APT41', 'G0102: Wizard Spider', 'G0108: Blue Mockingbird', 'G0114: Chimera', 'G0117: Fox Kitten', 'G1001: HEXANE', 'G1016: FIN13', 'G1023: APT5'",2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0090: WIRTE'?,"The software used by attack group 'G0090: WIRTE' are: 'S0363: Empire', 'S0679: Ferocious', 'S0680: LitePower'",1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1591: Gather Victim Org Information'?,The campaigns that used attack technique 'T1591: Gather Victim Org Information' were: 'C0022: Operation Dream Job',1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1556.002: Modify Authentication Process: Password Filter DLL'?,The parent technique of attack technique 'T1556.002: Modify Authentication Process: Password Filter DLL' is 'T1556: Modify Authentication Process',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1018: Remote System Discovery'?,"The groups that used attack technique 'T1018: Remote System Discovery' are: 'G0004: Ke3chang', 'G0009: Deep Panda', 'G0010: Turla', 'G0019: Naikon', 'G0022: APT3', 'G0027: Threat Group-3390', 'G0034: Sandworm Team', 'G0035: Dragonfly', 'G0037: FIN6', 'G0045: menuPass', 'G0050: APT32', 'G0053: FIN5', 'G0059: Magic Hound', 'G0060: BRONZE BUTLER', 'G0061: FIN8', 'G0077: Leafminer', 'G0087: APT39', 'G0091: Silence', 'G0093: GALLIUM', 'G0102: Wizard Spider', 'G0106: Rocke', 'G0114: Chimera', 'G0117: Fox Kitten', 'G0119: Indrik Spider', 'G0125: HAFNIUM', 'G1001: HEXANE', 'G1006: Earth Lusca', 'G1015: Scattered Spider', 'G1017: Volt Typhoon', 'G1022: ToddyCat', 'G1024: Akira'",2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1201: Password Policy Discovery'?,The campaigns that used attack technique 'T1201: Password Policy Discovery' were: 'C0012: Operation CuckooBees',1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1565.003: Data Manipulation: Runtime Data Manipulation'?,The parent technique of attack technique 'T1565.003: Data Manipulation: Runtime Data Manipulation' is 'T1565: Data Manipulation',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1568.001: Dynamic Resolution: Fast Flux DNS'?,The parent technique of attack technique 'T1568.001: Dynamic Resolution: Fast Flux DNS' is 'T1568: Dynamic Resolution',2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1550.004: Web Session Cookie'?,The campaigns that used attack technique 'T1550.004: Web Session Cookie' were: 'C0024: SolarWinds Compromise',2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1078.003: Local Accounts'?,"The campaigns that used attack technique 'T1078.003: Local Accounts' were: 'C0014: Operation Wocao', 'C0024: SolarWinds Compromise'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1048.003: Exfiltration Over Unencrypted Non-C2 Protocol'?,"The groups that used attack technique 'T1048.003: Exfiltration Over Unencrypted Non-C2 Protocol' are: 'G0032: Lazarus Group', 'G0037: FIN6', 'G0049: OilRig', 'G0050: APT32', 'G0061: FIN8', 'G0064: APT33', 'G0076: Thrip', 'G0102: Wizard Spider'",2,"{""verdict"": ""yes""}"
What software are used by attack group 'G0073: APT19'?,"The software used by attack group 'G0073: APT19' are: 'S0154: Cobalt Strike', 'S0363: Empire'",1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1059.008: Command and Scripting Interpreter: Network Device CLI'?,The parent technique of attack technique 'T1059.008: Command and Scripting Interpreter: Network Device CLI' is 'T1059: Command and Scripting Interpreter',2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1555.005: Password Managers'?,The campaigns that used attack technique 'T1555.005: Password Managers' were: 'C0014: Operation Wocao',1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1565.002: Transmitted Data Manipulation'?,The groups that used attack technique 'T1565.002: Transmitted Data Manipulation' are: 'G0082: APT38',1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1218.005: Mshta'?,"The groups that used attack technique 'T1218.005: Mshta' are: 'G0016: APT29', 'G0032: Lazarus Group', 'G0046: FIN7', 'G0047: Gamaredon Group', 'G0050: APT32', 'G0069: MuddyWater', 'G0094: Kimsuky', 'G0100: Inception', 'G0121: Sidewinder', 'G0127: TA551', 'G0129: Mustang Panda', 'G0140: LazyScripter', 'G0142: Confucius', 'G1006: Earth Lusca', 'G1008: SideCopy', 'G1018: TA2541'",2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1006: Direct Volume Access'?,The groups that used attack technique 'T1006: Direct Volume Access' are: 'G1015: Scattered Spider',1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1087.002: Domain Account'?,"The groups that used attack technique 'T1087.002: Domain Account' are: 'G0004: Ke3chang', 'G0010: Turla', 'G0033: Poseidon Group', 'G0034: Sandworm Team', 'G0035: Dragonfly', 'G0037: FIN6', 'G0045: menuPass', 'G0049: OilRig', 'G0060: BRONZE BUTLER', 'G0069: MuddyWater', 'G0096: APT41', 'G0102: Wizard Spider', 'G0114: Chimera', 'G0117: Fox Kitten', 'G1004: LAPSUS$', 'G1015: Scattered Spider', 'G1016: FIN13', 'G1017: Volt Typhoon', 'G1022: ToddyCat'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1598.002: Phishing for Information: Spearphishing Attachment'?,The parent technique of attack technique 'T1598.002: Phishing for Information: Spearphishing Attachment' is 'T1598: Phishing for Information',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1059.002: Command and Scripting Interpreter: AppleScript'?,The parent technique of attack technique 'T1059.002: Command and Scripting Interpreter: AppleScript' is 'T1059: Command and Scripting Interpreter',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1578.005: Modify Cloud Compute Infrastructure: Modify Cloud Compute Configurations'?,The parent technique of attack technique 'T1578.005: Modify Cloud Compute Infrastructure: Modify Cloud Compute Configurations' is 'T1578: Modify Cloud Compute Infrastructure',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1561.002: Disk Structure Wipe'?,"The groups that used attack technique 'T1561.002: Disk Structure Wipe' are: 'G0032: Lazarus Group', 'G0034: Sandworm Team', 'G0067: APT37', 'G0082: APT38'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1596.005: Search Open Technical Databases: Scan Databases'?,The parent technique of attack technique 'T1596.005: Search Open Technical Databases: Scan Databases' is 'T1596: Search Open Technical Databases',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1125: Video Capture'?,"The groups that used attack technique 'T1125: Video Capture' are: 'G0046: FIN7', 'G0091: Silence'",1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1069.003: Permission Groups Discovery: Cloud Groups'?,The parent technique of attack technique 'T1069.003: Permission Groups Discovery: Cloud Groups' is 'T1069: Permission Groups Discovery',2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1027.009: Embedded Payloads'?,The campaigns that used attack technique 'T1027.009: Embedded Payloads' were: 'C0021: C0021',1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1036.009: Masquerading: Break Process Trees'?,The parent technique of attack technique 'T1036.009: Masquerading: Break Process Trees' is 'T1036: Masquerading',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1059: Command and Scripting Interpreter'?,"The groups that used attack technique 'T1059: Command and Scripting Interpreter' are: 'G0004: Ke3chang', 'G0035: Dragonfly', 'G0037: FIN6', 'G0038: Stealth Falcon', 'G0046: FIN7', 'G0049: OilRig', 'G0050: APT32', 'G0053: FIN5', 'G0067: APT37', 'G0073: APT19', 'G0087: APT39', 'G0107: Whitefly', 'G0117: Fox Kitten', 'G0124: Windigo'",2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1027.003: Steganography'?,"The campaigns that used attack technique 'T1027.003: Steganography' were: 'C0005: Operation Spalax', 'C0023: Operation Ghost'",1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1047: Windows Management Instrumentation'?,"The campaigns that used attack technique 'T1047: Windows Management Instrumentation' were: 'C0001: Frankenstein', 'C0007: FunnyDream', 'C0014: Operation Wocao', 'C0015: C0015', 'C0018: C0018', 'C0022: Operation Dream Job', 'C0024: SolarWinds Compromise', 'C0025: 2016 Ukraine Electric Power Attack', 'C0027: C0027'",2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1562.001: Impair Defenses: Disable or Modify Tools'?,The parent technique of attack technique 'T1562.001: Impair Defenses: Disable or Modify Tools' is 'T1562: Impair Defenses',2,"{""verdict"": ""yes""}"
What groups used attack technique 'T1056.001: Keylogging'?,"The groups that used attack technique 'T1056.001: Keylogging' are: 'G0004: Ke3chang', 'G0007: APT28', 'G0012: Darkhotel', 'G0022: APT3', 'G0027: Threat Group-3390', 'G0032: Lazarus Group', 'G0034: Sandworm Team', 'G0043: Group5', 'G0045: menuPass', 'G0049: OilRig', 'G0050: APT32', 'G0054: Sowbug', 'G0059: Magic Hound', 'G0068: PLATINUM', 'G0082: APT38', 'G0085: FIN4', 'G0087: APT39', 'G0094: Kimsuky', 'G0096: APT41', 'G0130: Ajax Security Team', 'G0131: Tonto Team', 'G1001: HEXANE', 'G1016: FIN13', 'G1023: APT5'",2,"{""verdict"": ""yes""}"
