question,answer,y_pred,raw_output
What groups used attack technique 'T1036.004: Masquerade Task or Service'?,"The groups that used attack technique 'T1036.004: Masquerade Task or Service' are: 'G0008: Carbanak', 'G0019: Naikon', 'G0032: Lazarus Group', 'G0037: FIN6', 'G0046: FIN7', 'G0050: APT32', 'G0056: PROMETHIUM', 'G0059: Magic Hound', 'G0094: Kimsuky', 'G0096: APT41', 'G0099: APT-C-36', 'G0102: Wizard Spider', 'G0117: Fox Kitten', 'G0126: Higaisa', 'G0128: ZIRCONIUM', 'G0135: BackdoorDiplomacy', 'G1002: BITTER', 'G1016: FIN13'",2,"{""verdict"": ""yes""}"
What attack groups used software 'S0170: Helminth'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0358: Ruler'?,,1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1027.003: Steganography'?,"The campaigns that used attack technique 'T1027.003: Steganography' were: 'C0005: Operation Spalax', 'C0023: Operation Ghost'",1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1496: Resource Hijacking'?,"The groups that used attack technique 'T1496: Resource Hijacking' are: 'G0096: APT41', 'G0106: Rocke', 'G0108: Blue Mockingbird', 'G0139: TeamTNT'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1027.004: Obfuscated Files or Information: Compile After Delivery'?,The parent technique of attack technique 'T1027.004: Obfuscated Files or Information: Compile After Delivery' is 'T1027: Obfuscated Files or Information',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1590: Gather Victim Network Information'?,The groups that used attack technique 'T1590: Gather Victim Network Information' are: 'G0125: HAFNIUM',1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1559.002: Inter-Process Communication: Dynamic Data Exchange'?,The parent technique of attack technique 'T1559.002: Inter-Process Communication: Dynamic Data Exchange' is 'T1559: Inter-Process Communication',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0630: Nebulae'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0653: xCaon'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0261: Catchamas'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1606.001: Forge Web Credentials: Web Cookies'?,The parent technique of attack technique 'T1606.001: Forge Web Credentials: Web Cookies' is 'T1606: Forge Web Credentials',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1557: Adversary-in-the-Middle'?,The groups that used attack technique 'T1557: Adversary-in-the-Middle' are: 'G0094: Kimsuky',1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1606.002: Forge Web Credentials: SAML Tokens'?,The parent technique of attack technique 'T1606.002: Forge Web Credentials: SAML Tokens' is 'T1606: Forge Web Credentials',2,"{""verdict"": ""yes""}"
What is the parent technique of attack technique 'T1497.002: Virtualization/Sandbox Evasion: User Activity Based Checks'?,The parent technique of attack technique 'T1497.002: Virtualization/Sandbox Evasion: User Activity Based Checks' is 'T1497: Virtualization/Sandbox Evasion',2,"{""verdict"": ""yes""}"
What attack groups used software 'S0056: Net Crawler'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S1029: AuTo Stealer'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0433: Rifdoor'?,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1546.007: Event Triggered Execution: Netsh Helper DLL'?,The parent technique of attack technique 'T1546.007: Event Triggered Execution: Netsh Helper DLL' is 'T1546: Event Triggered Execution',2,"{""verdict"": ""yes""}"
What campaigns used software 'S0521: BloodHound'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1134.003: Make and Impersonate Token'?,The groups that used attack technique 'T1134.003: Make and Impersonate Token' are: 'G1016: FIN13',1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What software procedures use attack technique 'T1049: System Network Connections Discovery'?,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0141: Winnti for Windows'?,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0334: DarkComet'?,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1559.001: Inter-Process Communication: Component Object Model'?,The parent technique of attack technique 'T1559.001: Inter-Process Communication: Component Object Model' is 'T1559: Inter-Process Communication',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
What software procedures use attack technique 'T1543.004: Launch Daemon'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S1040: Rclone'?,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1583.006: Acquire Infrastructure: Web Services'?,The parent technique of attack technique 'T1583.006: Acquire Infrastructure: Web Services' is 'T1583: Acquire Infrastructure',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0138: OLDBAIT'?,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1552.004: Unsecured Credentials: Private Keys'?,The parent technique of attack technique 'T1552.004: Unsecured Credentials: Private Keys' is 'T1552: Unsecured Credentials',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1585.003: Establish Accounts: Cloud Accounts'?,The parent technique of attack technique 'T1585.003: Establish Accounts: Cloud Accounts' is 'T1585: Establish Accounts',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1588.002: Tool'?,"The campaigns that used attack technique 'T1588.002: Tool' were: 'C0001: Frankenstein', 'C0002: Night Dragon', 'C0004: CostaRicto', 'C0005: Operation Spalax', 'C0007: FunnyDream', 'C0010: C0010', 'C0012: Operation CuckooBees', 'C0014: Operation Wocao', 'C0015: C0015', 'C0017: C0017', 'C0018: C0018', 'C0021: C0021', 'C0022: Operation Dream Job', 'C0027: C0027', 'C0029: Cutting Edge', 'C0030: Triton Safety Instrumented System Attack', 'C0032: C0032'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What software procedures use attack technique 'T1055.004: Asynchronous Procedure Call'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0152: EvilGrab'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0183: Tor'?,,1,"{""verdict"": ""uncertain""}"
What software procedures use attack technique 'T1087.002: Domain Account'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0191: Winexe'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1584.004: Server'?,"The groups that used attack technique 'T1584.004: Server' are: 'G0010: Turla', 'G0023: APT16', 'G0032: Lazarus Group', 'G0034: Sandworm Team', 'G0035: Dragonfly', 'G0119: Indrik Spider', 'G1006: Earth Lusca', 'G1017: Volt Typhoon'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1594: Search Victim-Owned Websites'?,"The groups that used attack technique 'T1594: Search Victim-Owned Websites' are: 'G0034: Sandworm Team', 'G0094: Kimsuky', 'G0122: Silent Librarian', 'G1011: EXOTIC LILY'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1499.004: Endpoint Denial of Service: Application or System Exploitation'?,The parent technique of attack technique 'T1499.004: Endpoint Denial of Service: Application or System Exploitation' is 'T1499: Endpoint Denial of Service',2,"{""verdict"": ""yes""}"
What campaigns used attack technique 'T1098.005: Device Registration'?,"The campaigns that used attack technique 'T1098.005: Device Registration' were: 'C0024: SolarWinds Compromise', 'C0027: C0027'",1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What software procedures use attack technique 'T1113: Screen Capture'?,,1,"{""verdict"": ""uncertain""}"
What is the parent technique of attack technique 'T1542.002: Pre-OS Boot: Component Firmware'?,The parent technique of attack technique 'T1542.002: Pre-OS Boot: Component Firmware' is 'T1542: Pre-OS Boot',2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G1018: TA2541'?,"The software used by attack group 'G1018: TA2541' are: 'S0198: NETWIRE', 'S0283: jRAT', 'S0331: Agent Tesla', 'S0379: Revenge RAT', 'S0385: njRAT', 'S0434: Imminent Monitor', 'S0670: WarzoneRAT', 'S1086: Snip3', 'S1087: AsyncRAT'",2,"{""verdict"": ""yes""}"
What campaigns used software 'S0029: PsExec'?,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0188: Starloader'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1025: Data from Removable Media'?,"The groups that used attack technique 'T1025: Data from Removable Media' are: 'G0007: APT28', 'G0010: Turla', 'G0047: Gamaredon Group'",2,"{""verdict"": ""yes""}"
,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0115: Crimson'?,,1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0036: FLASHFLOOD'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1609: Container Administration Command'?,The groups that used attack technique 'T1609: Container Administration Command' are: 'G0139: TeamTNT',1,"{""verdict"": ""uncertain""}"
What attack groups used software 'S0500: MCMD'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What campaigns used attack technique 'T1534: Internal Spearphishing'?,The campaigns that used attack technique 'T1534: Internal Spearphishing' were: 'C0022: Operation Dream Job',1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1110.004: Credential Stuffing'?,The groups that used attack technique 'T1110.004: Credential Stuffing' are: 'G0114: Chimera',1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What groups used attack technique 'T1553.006: Code Signing Policy Modification'?,"The groups that used attack technique 'T1553.006: Code Signing Policy Modification' are: 'G0010: Turla', 'G0087: APT39'",1,"{""verdict"": ""uncertain""}"
What software are used by attack group 'G1026: Malteiro'?,The software used by attack group 'G1026: Malteiro' are: 'S1122: Mispadu',1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
What software procedures use attack technique 'T1069.002: Domain Groups'?,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
,,1,"{""verdict"": ""uncertain""}"
